"","age","job","marital","education","default","balance","housing","loan","duration","deposit"
"33643",29,"blue-collar","married","secondary","no",3007,"yes","no",19,"no"
"33644",45,"technician","married","primary","no",-63,"yes","no",847,"no"
"33645",33,"technician","single","secondary","no",641,"yes","yes",242,"no"
"33646",44,"services","married","secondary","no",634,"yes","no",226,"no"
"33647",48,"admin.","single","secondary","no",-874,"yes","no",243,"no"
"33648",28,"technician","single","tertiary","no",230,"yes","no",505,"no"
"33649",33,"admin.","married","secondary","no",1158,"yes","no",25,"no"
"33650",38,"services","divorced","primary","no",0,"yes","no",355,"no"
"33651",41,"blue-collar","married","secondary","no",1384,"yes","no",106,"no"
"33652",35,"technician","married","secondary","no",257,"yes","yes",307,"no"
"33653",29,"blue-collar","married","secondary","no",457,"yes","no",72,"no"
"33654",47,"admin.","married","secondary","no",1265,"yes","yes",250,"no"
"33655",33,"admin.","single","secondary","no",1590,"yes","no",18,"no"
"33656",38,"management","single","tertiary","no",7303,"yes","no",164,"no"
"33657",52,"admin.","divorced","secondary","no",725,"yes","no",57,"no"
"33658",29,"admin.","married","primary","no",131,"yes","no",353,"no"
"33659",33,"blue-collar","single","secondary","no",2202,"yes","no",372,"no"
"33660",33,"technician","married","secondary","no",6947,"yes","no",250,"no"
"33661",37,"management","divorced","secondary","no",1448,"yes","no",196,"no"
"33662",33,"admin.","divorced","tertiary","no",1586,"no","no",39,"no"
"33663",36,"entrepreneur","married","tertiary","no",-502,"yes","no",22,"no"
"33664",50,"blue-collar","married","primary","no",3924,"yes","no",122,"no"
"33665",35,"blue-collar","married","secondary","no",1454,"yes","no",19,"no"
"33666",37,"services","married","secondary","no",47,"yes","no",554,"no"
"33667",34,"services","married","secondary","no",305,"yes","no",212,"no"
"33668",43,"blue-collar","married","secondary","no",514,"yes","yes",34,"no"
"33669",35,"blue-collar","married","secondary","no",407,"yes","no",12,"no"
"33670",42,"management","married","tertiary","no",1686,"yes","yes",522,"no"
"33671",32,"management","married","tertiary","no",268,"yes","yes",106,"no"
"33672",26,"student","single","tertiary","no",5169,"yes","no",639,"no"
"33673",37,"blue-collar","married","secondary","no",-129,"yes","no",123,"no"
"33674",34,"services","married","secondary","no",1553,"yes","no",6,"no"
"33675",27,"blue-collar","single","primary","no",497,"yes","no",255,"no"
"33676",36,"self-employed","single","secondary","no",245,"yes","no",8,"no"
"33677",34,"management","single","tertiary","no",151,"yes","no",7,"no"
"33678",40,"blue-collar","married","primary","no",2129,"yes","no",1156,"no"
"33679",38,"technician","married","tertiary","no",472,"yes","no",178,"no"
"33680",58,"management","married","secondary","no",1112,"yes","no",21,"no"
"33681",38,"services","married","secondary","no",2669,"yes","no",208,"no"
"33682",55,"admin.","single","secondary","no",2359,"yes","no",43,"no"
"33683",32,"blue-collar","married","secondary","no",419,"yes","no",122,"no"
"33684",35,"technician","married","secondary","no",1364,"yes","yes",25,"no"
"33685",39,"blue-collar","married","primary","no",143,"yes","no",6,"no"
"33686",38,"management","single","tertiary","no",8669,"yes","no",5,"no"
"33687",28,"blue-collar","married","primary","no",254,"yes","no",149,"no"
"33688",34,"technician","married","secondary","no",4248,"yes","no",627,"no"
"33689",24,"student","single","secondary","no",597,"yes","no",943,"yes"
"33690",36,"blue-collar","single","secondary","no",459,"yes","yes",305,"no"
"33691",35,"technician","single","secondary","no",966,"no","no",71,"no"
"33692",37,"blue-collar","divorced","secondary","no",0,"yes","no",146,"yes"
"33693",35,"management","single","tertiary","no",1750,"yes","no",333,"yes"
"33694",26,"student","single","tertiary","no",10086,"no","no",110,"yes"
"33695",57,"management","married","primary","no",6900,"no","no",159,"no"
"33696",30,"technician","single","tertiary","no",411,"no","no",142,"no"
"33697",27,"admin.","single","tertiary","no",832,"no","no",336,"no"
"33698",29,"technician","single","secondary","no",3466,"no","no",274,"yes"
"33699",63,"retired","married","unknown","no",2193,"no","no",1348,"yes"
"33700",95,"retired","divorced","primary","no",2282,"no","no",207,"yes"
"33701",65,"retired","married","tertiary","no",1973,"no","no",396,"yes"
"33702",37,"admin.","married","secondary","no",749,"no","no",219,"no"
"33703",55,"blue-collar","married","primary","no",3873,"no","no",222,"no"
"33704",59,"technician","married","secondary","no",10925,"no","no",100,"yes"
"33705",35,"management","single","tertiary","no",704,"no","no",164,"yes"
"33706",32,"management","single","tertiary","no",462,"no","no",252,"no"
"33707",74,"retired","married","secondary","no",9480,"no","no",211,"yes"
"33708",56,"unemployed","married","primary","no",3391,"no","no",243,"yes"
"33709",58,"admin.","married","secondary","no",310,"yes","yes",75,"no"
"33710",34,"services","married","secondary","no",0,"yes","no",95,"no"
"33711",71,"retired","married","tertiary","no",1486,"no","no",110,"no"
"33712",37,"management","married","tertiary","no",585,"yes","no",47,"no"
"33713",59,"retired","married","secondary","no",1080,"no","no",645,"no"
"33714",26,"student","single","tertiary","no",1134,"no","no",464,"yes"
"33715",46,"management","divorced","tertiary","no",4629,"no","no",446,"no"
"33716",30,"blue-collar","single","unknown","no",6281,"no","no",149,"yes"
"33717",29,"self-employed","married","secondary","no",123,"no","yes",158,"yes"
"33718",67,"retired","single","tertiary","no",2144,"no","no",847,"yes"
"33719",31,"management","single","tertiary","no",354,"no","no",242,"yes"
"33720",78,"retired","married","primary","no",8556,"no","no",137,"yes"
"33721",45,"unknown","divorced","unknown","no",0,"no","no",278,"yes"
"33722",29,"blue-collar","single","secondary","no",2,"yes","yes",379,"yes"
"33723",39,"admin.","married","tertiary","no",1108,"no","no",204,"yes"
"33724",45,"management","married","tertiary","no",212,"no","no",65,"yes"
"33725",37,"management","married","tertiary","no",4174,"no","no",183,"no"
"33726",63,"admin.","married","secondary","no",-40,"no","no",99,"no"
"33727",30,"student","single","primary","no",1527,"no","no",94,"no"
"33728",39,"admin.","single","secondary","no",720,"yes","no",154,"no"
"33729",44,"technician","single","unknown","no",509,"no","no",71,"no"
"33730",71,"retired","divorced","tertiary","no",780,"no","no",220,"no"
"33731",29,"management","married","tertiary","no",482,"no","no",79,"no"
"33732",66,"blue-collar","married","primary","no",2552,"no","no",186,"no"
"33733",31,"management","married","tertiary","no",2984,"no","no",343,"no"
"33734",45,"technician","married","tertiary","no",5110,"no","no",341,"yes"
"33735",32,"management","single","tertiary","no",10281,"no","no",400,"yes"
"33736",36,"student","single","secondary","no",17,"no","no",621,"yes"
"33737",41,"unknown","single","unknown","no",942,"no","no",219,"yes"
"33738",38,"technician","married","secondary","no",0,"yes","no",315,"yes"
"33739",34,"management","married","tertiary","no",136,"yes","no",156,"no"
"33740",41,"management","divorced","tertiary","no",1757,"no","no",314,"yes"
"33741",64,"technician","married","tertiary","no",826,"no","no",101,"no"
"33742",64,"management","married","tertiary","no",679,"no","no",135,"no"
"33743",32,"technician","single","tertiary","no",5514,"no","no",319,"yes"
"33744",69,"housemaid","married","primary","no",1080,"no","no",164,"no"
"33745",33,"admin.","married","tertiary","no",882,"no","no",104,"yes"
"33746",39,"services","married","secondary","no",1442,"no","no",70,"no"
"33747",30,"services","married","tertiary","no",81,"no","no",145,"yes"
"33748",65,"retired","married","primary","no",276,"no","no",229,"yes"
"33749",45,"admin.","divorced","primary","no",429,"yes","no",147,"yes"
"33750",42,"self-employed","married","tertiary","no",10072,"no","no",102,"no"
"33751",66,"retired","married","tertiary","no",2262,"no","no",155,"no"
"33752",75,"retired","married","tertiary","no",2991,"no","no",240,"yes"
"33753",75,"admin.","married","unknown","no",1093,"no","no",369,"no"
"33754",65,"management","divorced","tertiary","no",90,"yes","no",416,"yes"
"33755",53,"management","married","tertiary","no",3754,"no","no",307,"yes"
"33756",40,"management","married","primary","no",395,"yes","no",232,"yes"
"33757",69,"retired","divorced","tertiary","no",247,"no","no",138,"yes"
"33758",27,"blue-collar","single","secondary","no",3792,"no","no",279,"yes"
"33759",52,"admin.","married","secondary","no",0,"no","no",91,"no"
"33760",31,"admin.","single","tertiary","no",676,"yes","no",124,"yes"
"33761",25,"student","single","secondary","no",8,"no","no",107,"yes"
"33762",34,"management","married","tertiary","no",0,"no","no",176,"no"
"33763",30,"admin.","single","secondary","no",40,"no","no",382,"no"
"33764",31,"self-employed","single","tertiary","no",1734,"no","no",116,"no"
"33765",37,"technician","married","secondary","no",0,"yes","no",1288,"yes"
"33766",32,"management","single","tertiary","no",2069,"no","no",545,"yes"
"33767",82,"retired","married","unknown","no",211,"no","no",195,"no"
"33768",53,"retired","married","secondary","no",665,"yes","no",371,"yes"
"33769",45,"management","married","tertiary","no",506,"no","no",229,"yes"
"33770",45,"unemployed","married","secondary","no",383,"no","no",293,"no"
"33771",35,"management","married","tertiary","no",8,"no","no",93,"yes"
"33772",53,"admin.","single","secondary","no",1958,"no","no",164,"no"
"33773",32,"blue-collar","single","secondary","no",228,"no","no",67,"no"
"33774",52,"management","married","secondary","no",5193,"no","no",477,"no"
"33775",19,"student","single","primary","no",1247,"no","no",94,"no"
"33776",74,"retired","married","primary","no",670,"no","no",266,"yes"
"33777",37,"management","married","tertiary","no",0,"yes","no",242,"yes"
"33778",81,"retired","married","primary","no",122,"no","no",201,"no"
"33779",29,"self-employed","married","tertiary","no",246,"no","no",90,"no"
"33780",59,"blue-collar","married","primary","no",1939,"no","no",172,"yes"
"33781",76,"management","married","unknown","no",1780,"yes","no",413,"yes"
"33782",39,"admin.","married","tertiary","no",722,"no","no",141,"no"
"33783",22,"admin.","single","secondary","no",61,"no","no",117,"no"
"33784",25,"blue-collar","single","secondary","no",0,"no","no",163,"yes"
"33785",62,"unemployed","married","secondary","no",1625,"no","no",155,"no"
"33786",27,"services","single","secondary","no",955,"no","no",206,"yes"
"33787",39,"admin.","married","secondary","no",732,"no","no",522,"yes"
"33788",32,"admin.","single","secondary","no",314,"no","yes",91,"no"
"33789",24,"services","single","unknown","no",2022,"no","no",159,"yes"
"33790",19,"student","single","secondary","no",96,"no","no",106,"no"
"33791",28,"blue-collar","single","tertiary","no",4099,"no","no",116,"yes"
"33792",67,"retired","single","tertiary","no",3377,"no","no",77,"no"
"33793",30,"admin.","married","secondary","no",482,"no","no",86,"no"
"33794",51,"management","married","tertiary","no",4917,"no","no",113,"yes"
"33795",66,"retired","married","primary","no",2883,"no","no",158,"yes"
"33796",28,"unemployed","single","primary","no",1374,"no","no",203,"yes"
"33797",49,"management","single","tertiary","no",493,"no","no",191,"no"
"33798",34,"technician","single","tertiary","no",144,"yes","yes",115,"no"
"33799",29,"management","single","tertiary","no",224,"yes","no",65,"yes"
"33800",43,"admin.","married","secondary","no",-169,"yes","no",219,"no"
"33801",46,"services","single","unknown","no",454,"no","no",155,"no"
"33802",33,"services","single","tertiary","no",692,"no","no",86,"no"
"33803",30,"management","single","tertiary","no",398,"no","no",235,"yes"
"33804",72,"retired","married","primary","no",763,"no","no",384,"yes"
"33805",27,"management","single","tertiary","no",88,"no","no",65,"no"
"33806",58,"blue-collar","married","secondary","no",3027,"yes","no",160,"yes"
"33807",52,"admin.","married","secondary","no",722,"no","no",60,"no"
"33808",35,"technician","single","secondary","no",183,"no","no",78,"no"
"33809",32,"management","single","tertiary","no",2974,"yes","no",227,"yes"
"33810",31,"technician","single","tertiary","no",1081,"no","no",202,"yes"
"33811",75,"retired","divorced","primary","no",18,"no","no",222,"no"
"33812",72,"retired","married","primary","no",796,"no","no",173,"no"
"33813",36,"admin.","married","secondary","no",0,"yes","no",83,"no"
"33814",29,"management","married","tertiary","no",4328,"no","no",121,"no"
"33815",23,"student","single","tertiary","no",577,"no","no",44,"no"
"33816",71,"technician","married","tertiary","no",383,"no","no",388,"yes"
"33817",41,"unemployed","married","secondary","no",0,"yes","yes",89,"no"
"33818",30,"student","single","secondary","no",5836,"no","no",165,"no"
"33819",37,"admin.","married","tertiary","no",3913,"yes","no",124,"yes"
"33820",53,"admin.","divorced","tertiary","no",122,"no","no",98,"no"
"33821",24,"student","single","tertiary","no",3415,"no","no",97,"yes"
"33822",31,"management","married","tertiary","no",2395,"no","no",218,"no"
"33823",25,"services","single","secondary","no",7604,"no","no",107,"no"
"33824",56,"management","divorced","tertiary","no",3287,"no","no",497,"yes"
"33825",65,"retired","married","primary","no",3629,"no","no",148,"yes"
"33826",26,"admin.","single","tertiary","no",2170,"yes","no",398,"no"
"33827",57,"management","married","tertiary","no",813,"no","no",91,"no"
"33828",72,"self-employed","married","tertiary","no",132,"no","no",444,"yes"
"33829",52,"admin.","divorced","tertiary","no",0,"yes","yes",160,"no"
"33830",44,"management","married","tertiary","no",167,"no","no",96,"no"
"33831",55,"management","married","tertiary","no",6770,"no","no",167,"no"
"33832",33,"technician","married","unknown","no",1450,"no","no",81,"no"
"33833",51,"admin.","single","secondary","no",726,"yes","no",89,"yes"
"33834",54,"admin.","married","secondary","no",276,"yes","yes",66,"no"
"33835",24,"self-employed","single","tertiary","no",2376,"no","no",122,"yes"
"33836",35,"self-employed","married","tertiary","no",506,"no","no",144,"no"
"33837",30,"admin.","single","secondary","no",457,"no","no",90,"no"
"33838",46,"management","married","tertiary","no",213,"no","no",151,"no"
"33839",35,"technician","married","tertiary","no",629,"yes","yes",77,"no"
"33840",36,"housemaid","married","primary","no",531,"no","no",151,"no"
"33841",55,"services","married","secondary","no",1989,"no","no",139,"no"
"33842",42,"admin.","married","secondary","no",71,"yes","yes",165,"no"
"33843",60,"technician","married","primary","no",2301,"no","no",118,"no"
"33844",47,"management","divorced","tertiary","no",0,"no","no",186,"no"
"33845",42,"blue-collar","married","primary","no",784,"no","no",428,"no"
"33846",70,"retired","divorced","primary","no",383,"no","no",50,"no"
"33847",77,"retired","married","secondary","no",1208,"no","no",72,"no"
"33848",62,"retired","married","secondary","no",1486,"no","no",56,"no"
"33849",34,"technician","married","tertiary","no",0,"yes","yes",101,"no"
"33850",68,"retired","married","secondary","no",20723,"yes","no",318,"no"
"33851",33,"blue-collar","single","tertiary","no",3446,"yes","no",83,"no"
"33852",31,"admin.","married","tertiary","no",608,"yes","no",89,"no"
"33853",35,"blue-collar","married","secondary","no",149,"yes","no",507,"yes"
"33854",34,"blue-collar","married","secondary","no",640,"yes","no",636,"yes"
"33855",29,"admin.","married","secondary","no",7707,"yes","no",961,"yes"
"33856",25,"technician","single","tertiary","no",0,"yes","no",80,"no"
"33857",62,"blue-collar","married","primary","no",115,"no","no",75,"no"
"33858",31,"management","single","tertiary","no",4319,"yes","no",153,"no"
"33859",26,"management","single","tertiary","no",6791,"no","no",164,"no"
"33860",58,"technician","married","secondary","no",760,"yes","no",85,"no"
"33861",73,"retired","married","primary","no",542,"no","no",107,"no"
"33862",30,"technician","single","tertiary","no",53,"no","no",375,"yes"
"33863",28,"entrepreneur","single","tertiary","no",104,"no","no",170,"no"
"33864",47,"housemaid","married","secondary","no",3940,"yes","no",211,"no"
"33865",34,"management","single","tertiary","no",612,"no","no",192,"no"
"33866",41,"management","married","tertiary","no",2226,"no","no",179,"no"
"33867",35,"technician","married","secondary","no",35,"yes","no",358,"no"
"33868",46,"self-employed","single","secondary","no",526,"no","no",523,"yes"
"33869",39,"technician","single","secondary","no",15,"yes","no",510,"yes"
"33870",30,"admin.","single","secondary","no",213,"no","no",168,"no"
"33871",45,"management","married","tertiary","no",242,"no","no",587,"yes"
"33872",28,"admin.","single","secondary","no",377,"no","no",571,"yes"
"33873",52,"unemployed","married","secondary","no",94,"no","no",244,"yes"
"33874",59,"retired","married","primary","no",363,"no","no",400,"yes"
"33875",29,"management","married","tertiary","no",1441,"yes","no",185,"no"
"33876",35,"admin.","single","tertiary","no",62,"no","yes",67,"no"
"33877",38,"services","married","secondary","no",1970,"yes","no",701,"yes"
"33878",47,"technician","married","secondary","no",1167,"yes","no",968,"yes"
"33879",52,"unemployed","married","secondary","no",49,"no","no",117,"no"
"33880",52,"management","married","tertiary","no",193,"no","no",381,"yes"
"33881",28,"technician","single","secondary","no",113,"no","no",108,"no"
"33882",38,"management","married","tertiary","no",0,"yes","no",571,"yes"
"33883",29,"student","single","secondary","no",78,"no","no",239,"yes"
"33884",41,"management","married","tertiary","no",2767,"no","no",75,"no"
"33885",36,"unemployed","single","tertiary","no",1291,"no","no",195,"yes"
"33886",55,"retired","married","secondary","no",6690,"no","no",534,"no"
"33887",58,"retired","married","tertiary","no",1425,"no","no",224,"yes"
"33888",31,"technician","married","tertiary","no",3382,"no","no",739,"yes"
"33889",51,"housemaid","married","primary","no",618,"yes","yes",277,"no"
"33890",30,"services","single","tertiary","no",803,"no","no",243,"no"
"33891",59,"retired","divorced","secondary","no",5583,"yes","no",720,"yes"
"33892",48,"admin.","married","secondary","no",344,"no","no",364,"no"
"33893",27,"management","single","tertiary","no",828,"no","no",243,"no"
"33894",59,"retired","married","unknown","no",1116,"no","no",353,"no"
"33895",47,"blue-collar","married","secondary","no",1230,"yes","no",412,"yes"
"33896",26,"student","single","unknown","no",19,"no","no",268,"no"
"33897",31,"technician","single","secondary","no",4105,"no","no",264,"no"
"33898",36,"admin.","married","secondary","no",96,"no","no",208,"yes"
"33899",33,"management","married","tertiary","no",158,"no","no",169,"no"
"33900",39,"technician","divorced","secondary","no",0,"yes","yes",85,"no"
"33901",34,"student","married","unknown","no",1387,"no","no",121,"no"
"33902",42,"services","single","secondary","no",3403,"yes","no",160,"no"
"33903",45,"management","married","tertiary","no",160,"no","no",619,"yes"
"33904",49,"technician","married","secondary","no",305,"no","no",401,"no"
"33905",43,"admin.","married","tertiary","no",279,"yes","no",155,"no"
"33906",28,"management","single","tertiary","no",320,"yes","no",239,"no"
"33907",27,"student","single","tertiary","no",1390,"no","no",152,"no"
"33908",21,"student","single","secondary","no",224,"no","no",871,"yes"
"33909",23,"student","single","secondary","no",0,"no","no",297,"yes"
"33910",47,"blue-collar","married","secondary","no",1730,"yes","no",231,"yes"
"33911",26,"student","single","secondary","no",480,"no","no",104,"no"
"33912",29,"management","single","tertiary","no",697,"no","no",365,"yes"
"33913",25,"management","single","tertiary","no",943,"no","no",512,"yes"
"33914",60,"housemaid","married","primary","no",1163,"no","no",470,"yes"
"33915",37,"technician","married","secondary","no",1458,"no","no",281,"yes"
"33916",42,"technician","single","unknown","no",11115,"no","no",328,"yes"
"33917",59,"management","married","tertiary","no",1729,"no","no",119,"no"
"33918",49,"admin.","married","secondary","no",3608,"yes","no",252,"yes"
"33919",33,"admin.","married","secondary","no",95,"yes","no",335,"yes"
"33920",59,"technician","married","secondary","no",2308,"no","no",815,"yes"
"33921",58,"management","divorced","tertiary","no",5701,"no","no",354,"yes"
"33922",44,"blue-collar","married","unknown","no",1529,"yes","no",347,"yes"
"33923",48,"blue-collar","married","secondary","no",292,"no","no",271,"yes"
"33924",33,"student","single","unknown","no",5969,"no","no",110,"no"
"33925",29,"management","single","tertiary","no",7345,"no","no",222,"no"
"33926",30,"technician","married","tertiary","no",606,"yes","no",551,"no"
"33927",48,"unemployed","married","secondary","no",11371,"yes","no",249,"no"
"33928",34,"self-employed","married","primary","no",7468,"yes","yes",383,"yes"
"33929",32,"admin.","married","secondary","no",0,"yes","no",177,"yes"
"33930",42,"technician","married","unknown","no",1559,"no","no",368,"yes"
"33931",54,"admin.","divorced","secondary","no",1693,"no","no",1277,"yes"
"33932",42,"technician","married","tertiary","no",757,"no","no",354,"yes"
"33933",36,"management","married","tertiary","no",-547,"yes","no",267,"no"
"33934",42,"blue-collar","married","primary","no",201,"yes","no",841,"yes"
"33935",33,"management","married","tertiary","no",1122,"no","no",187,"no"
"33936",27,"admin.","single","tertiary","no",662,"no","no",47,"no"
"33937",32,"services","married","secondary","no",580,"yes","no",69,"no"
"33938",44,"self-employed","divorced","tertiary","no",1070,"yes","no",381,"yes"
"33939",37,"blue-collar","married","secondary","no",1330,"no","no",390,"yes"
"33940",37,"management","divorced","tertiary","no",153,"yes","no",221,"no"
"33941",60,"retired","married","secondary","no",89,"no","no",156,"no"
"33942",35,"admin.","married","secondary","no",-312,"no","no",116,"no"
"33943",29,"admin.","single","secondary","no",3794,"no","no",249,"no"
"33944",29,"student","single","secondary","no",314,"no","no",465,"yes"
"33945",47,"unknown","married","unknown","no",677,"no","no",900,"yes"
"33946",47,"retired","divorced","tertiary","no",1431,"yes","no",127,"no"
"33947",26,"self-employed","single","tertiary","no",168,"no","no",394,"yes"
"33948",46,"blue-collar","married","secondary","no",1603,"no","no",279,"no"
"33949",24,"management","single","tertiary","no",2845,"no","no",779,"yes"
"33950",34,"admin.","single","secondary","no",-32,"no","yes",246,"yes"
"33951",27,"technician","single","tertiary","no",4003,"no","no",584,"no"
"33952",55,"retired","married","tertiary","no",357,"yes","no",878,"no"
"33953",52,"management","single","tertiary","no",2290,"no","no",195,"no"
"33954",30,"management","single","tertiary","no",398,"no","no",554,"yes"
"33955",26,"self-employed","single","tertiary","no",1078,"no","no",99,"no"
"33956",32,"services","married","secondary","no",386,"no","no",222,"no"
"33957",45,"self-employed","married","secondary","no",706,"no","no",78,"no"
"33958",36,"technician","married","secondary","no",24,"yes","no",58,"no"
"33959",33,"management","married","tertiary","no",956,"yes","no",115,"no"
"33960",46,"technician","married","secondary","no",0,"no","no",200,"yes"
"33961",34,"services","married","secondary","no",1337,"no","no",442,"yes"
"33962",31,"management","married","tertiary","no",1331,"no","no",297,"yes"
"33963",38,"unemployed","married","tertiary","no",2812,"yes","no",830,"yes"
"33964",59,"retired","married","secondary","no",493,"no","no",237,"yes"
"33965",51,"technician","married","tertiary","no",1347,"yes","yes",116,"no"
"33966",35,"management","single","tertiary","no",1750,"yes","no",687,"yes"
"33967",25,"management","single","tertiary","no",2305,"no","no",193,"no"
"33968",33,"technician","married","tertiary","no",4401,"no","no",439,"yes"
"33969",35,"management","married","tertiary","no",193,"yes","no",565,"yes"
"33970",40,"management","married","tertiary","no",2487,"no","no",126,"no"
"33971",39,"blue-collar","married","secondary","no",0,"yes","no",53,"no"
"33972",28,"student","single","secondary","no",20,"no","no",455,"no"
"33973",33,"admin.","married","secondary","no",1737,"no","no",524,"no"
"33974",29,"management","married","secondary","no",231,"no","no",80,"no"
"33975",56,"management","married","tertiary","no",616,"no","no",225,"yes"
"33976",31,"blue-collar","single","secondary","no",199,"no","no",110,"no"
"33977",58,"management","married","tertiary","no",1907,"no","no",258,"no"
"33978",26,"admin.","single","secondary","no",1327,"no","no",104,"no"
"33979",57,"retired","married","tertiary","no",478,"no","no",70,"no"
"33980",55,"management","divorced","tertiary","no",5399,"no","yes",124,"no"
"33981",26,"retired","single","secondary","no",530,"no","no",308,"no"
"33982",28,"unemployed","single","secondary","no",434,"yes","no",257,"no"
"33983",37,"management","married","tertiary","no",5106,"no","no",244,"yes"
"33984",33,"admin.","married","secondary","no",920,"no","no",344,"yes"
"33985",43,"unemployed","divorced","secondary","no",1854,"no","no",323,"yes"
"33986",35,"admin.","single","tertiary","no",994,"no","no",400,"yes"
"33987",31,"admin.","single","secondary","no",190,"no","no",514,"yes"
"33988",54,"housemaid","married","secondary","yes",0,"no","no",103,"no"
"33989",26,"technician","single","tertiary","no",2781,"yes","no",132,"no"
"33990",60,"retired","married","primary","no",7791,"no","no",141,"no"
"33991",30,"technician","single","tertiary","no",1185,"yes","no",284,"no"
"33992",57,"admin.","married","secondary","no",169,"no","no",319,"no"
"33993",38,"technician","single","tertiary","no",1101,"no","no",800,"yes"
"33994",36,"self-employed","single","tertiary","no",0,"yes","no",204,"no"
"33995",33,"blue-collar","single","unknown","no",129,"yes","yes",482,"yes"
"33996",55,"unknown","married","tertiary","no",3567,"no","no",85,"no"
"33997",29,"management","single","tertiary","no",91,"no","no",99,"no"
"33998",60,"retired","married","unknown","no",209,"no","no",472,"no"
"33999",29,"technician","single","tertiary","no",1669,"no","no",196,"no"
"34000",29,"technician","married","tertiary","no",534,"no","no",452,"no"
"34001",53,"admin.","divorced","secondary","no",0,"yes","yes",586,"no"
"34002",46,"services","married","secondary","no",4,"no","no",268,"yes"
"34003",37,"unemployed","married","tertiary","no",1851,"no","no",166,"no"
"34004",42,"management","married","tertiary","no",6060,"yes","no",316,"yes"
"34005",32,"technician","single","tertiary","no",696,"no","yes",270,"no"
"34006",31,"management","married","tertiary","no",1812,"no","no",461,"yes"
"34007",34,"management","married","tertiary","no",4859,"no","no",113,"no"
"34008",33,"management","married","tertiary","no",55,"no","no",526,"yes"
"34009",29,"management","married","tertiary","no",125,"no","no",130,"no"
"34010",37,"management","married","tertiary","no",630,"no","no",315,"yes"
"34011",31,"services","married","secondary","no",1422,"no","no",97,"no"
"34012",53,"management","married","tertiary","no",1624,"no","no",284,"yes"
"34013",23,"management","single","tertiary","no",736,"yes","no",119,"no"
"34014",53,"services","married","secondary","no",341,"no","no",423,"yes"
"34015",32,"technician","single","tertiary","no",4,"yes","no",311,"no"
"34016",30,"admin.","single","secondary","no",414,"no","no",64,"no"
"34017",45,"technician","married","tertiary","no",31630,"no","no",209,"no"
"34018",31,"management","single","tertiary","no",2016,"no","no",209,"yes"
"34019",26,"admin.","single","secondary","no",255,"no","no",457,"yes"
"34020",31,"technician","married","secondary","no",477,"no","no",146,"no"
"34021",30,"technician","single","secondary","no",4684,"yes","no",268,"yes"
"34022",24,"admin.","single","secondary","no",1052,"no","no",354,"yes"
"34023",33,"management","single","tertiary","no",1431,"no","no",94,"no"
"34024",56,"management","divorced","unknown","no",2986,"no","no",124,"no"
"34025",28,"management","single","tertiary","no",1808,"no","no",309,"yes"
"34026",59,"admin.","married","secondary","no",2381,"no","no",173,"no"
"34027",20,"student","single","secondary","no",502,"no","no",261,"yes"
"34028",28,"blue-collar","married","secondary","no",4287,"no","no",171,"no"
"34029",26,"unemployed","single","tertiary","no",3511,"no","no",439,"yes"
"34030",35,"technician","married","secondary","no",518,"yes","no",616,"yes"
"34031",32,"management","single","tertiary","no",796,"no","yes",198,"no"
"34032",29,"admin.","single","secondary","no",719,"no","no",76,"no"
"34033",28,"technician","single","secondary","no",227,"no","no",278,"yes"
"34034",58,"retired","married","secondary","no",801,"no","no",249,"no"
"34035",32,"management","married","tertiary","no",628,"no","no",280,"no"
"34036",30,"admin.","single","secondary","no",270,"no","no",437,"yes"
"34037",25,"admin.","single","secondary","no",483,"no","yes",68,"no"
"34038",32,"management","married","tertiary","no",4733,"no","no",532,"yes"
"34039",33,"management","married","tertiary","no",2599,"no","no",1373,"yes"
"34040",36,"self-employed","single","tertiary","no",351,"no","no",78,"no"
"34041",31,"management","single","tertiary","no",0,"yes","no",97,"no"
"34042",31,"services","single","secondary","no",1599,"no","no",226,"no"
"34043",38,"blue-collar","single","secondary","no",0,"no","no",102,"no"
"34044",32,"admin.","divorced","secondary","no",4,"yes","no",48,"no"
"34045",29,"technician","married","secondary","no",132,"yes","yes",88,"no"
"34046",38,"housemaid","married","primary","no",196,"no","no",574,"yes"
"34047",52,"self-employed","married","tertiary","no",6657,"no","no",917,"yes"
"34048",38,"management","married","tertiary","no",613,"no","no",242,"yes"
"34049",31,"management","single","tertiary","no",2915,"no","no",228,"no"
"34050",41,"unemployed","divorced","primary","no",487,"no","no",157,"no"
"34051",34,"self-employed","single","tertiary","no",5462,"no","no",430,"yes"
"34052",29,"technician","single","secondary","no",674,"no","no",483,"yes"
"34053",26,"student","single","tertiary","no",2,"no","no",120,"no"
"34054",55,"management","single","tertiary","no",0,"no","no",156,"no"
"34055",58,"retired","married","primary","no",2969,"no","no",130,"no"
"34056",30,"management","single","tertiary","no",364,"no","no",306,"yes"
"34057",56,"management","married","tertiary","no",746,"no","no",193,"no"
"34058",37,"management","married","tertiary","no",57,"no","no",96,"no"
"34059",40,"admin.","divorced","secondary","no",2129,"no","no",452,"yes"
"34060",23,"technician","single","unknown","no",314,"no","no",666,"no"
"34061",44,"technician","married","tertiary","no",1818,"yes","yes",247,"no"
"34062",31,"services","single","secondary","no",181,"no","no",325,"yes"
"34063",24,"student","single","primary","no",474,"no","no",551,"yes"
"34064",25,"management","single","tertiary","no",219,"no","no",458,"yes"
