"","median_house_value","longitude","latitude","housing_median_age","population","households","median_income","ocean_proximity","room.per.household","bedroom.per.room","household.size","id"
"16497",112500,-121.18,37.79,16,509,297,1.9464,"INLAND",4.46464646464646,0.215686274509804,1.71380471380471,16534
"16498",106300,-121.2,37.78,4,79,29,3.375,"INLAND",2,0.5,2.72413793103448,16535
"16499",158300,-121.23,37.78,20,149,49,4.8229,"INLAND",5.57142857142857,0.179487179487179,3.04081632653061,16536
"16501",173900,-121.27,37.79,16,1013,362,2.7083,"INLAND",5.11878453038674,0.210469508904479,2.79834254143646,16538
"16502",74100,-121.22,37.8,13,247,77,1.6111,"INLAND",4.35064935064935,0.265671641791045,3.20779220779221,16539
"16503",105000,-121.22,37.79,36,712,212,1.7228,"INLAND",4.9622641509434,0.210076045627376,3.35849056603774,16540
"16504",101900,-121.22,37.79,38,1320,457,2.5025,"INLAND",4.7089715536105,0.20957249070632,2.88840262582057,16541
"16505",117900,-121.23,37.79,21,1130,372,4.0815,"INLAND",5.16666666666667,0.194068678459938,3.03763440860215,16542
"16506",169400,-121.22,37.79,5,1549,443,4.4766,"INLAND",7.01354401805869,0.153524299967815,3.49661399548533,16543
"16507",116800,-121.23,37.79,23,1198,389,2.7734,"INLAND",5.10282776349614,0.21360201511335,3.07969151670951,16544
"16508",130800,-121.23,37.8,11,1155,533,2.2254,"INLAND",4.5984990619137,0.271317829457364,2.16697936210131,16545
"16511",121500,-121.22,37.81,20,1191,327,4.0125,"INLAND",5.53822629969419,0.19436775262286,3.64220183486239,16548
"16512",141500,-121.22,37.82,13,2740,937,3.1964,"INLAND",4.75133404482391,0.213162623539982,2.92422625400213,16549
"16516",155700,-121.23,37.84,28,713,225,4.0208,"INLAND",5.98666666666667,0.178916109873794,3.16888888888889,16553
"16518",120000,-121.3,37.85,35,604,192,2.2391,"INLAND",5.38541666666667,0.199226305609284,3.14583333333333,16555
"16519",179200,-121.31,37.81,36,130,47,3.1429,"INLAND",6.04255319148936,0.186619718309859,2.76595744680851,16556
"16521",127500,-121.27,37.82,26,830,216,2.6458,"INLAND",5.41666666666667,0.203418803418803,3.84259259259259,16558
"16523",119400,-121.28,37.82,10,5935,1673,3.65,"INLAND",5.5020920502092,0.192721347093971,3.54751942618051,16560
"16524",222800,-121.37,37.77,19,1290,452,4.1298,"INLAND",5.77433628318584,0.181609195402299,2.85398230088496,16561
"16525",322400,-121.4,37.74,20,1236,474,4.15,"INLAND",5.70886075949367,0.176274944567627,2.60759493670886,16562
"16526",163500,-121.43,37.78,24,585,166,2.6181,"INLAND",4.86144578313253,0.215613382899628,3.52409638554217,16563
"16528",327300,-121.52,37.75,18,825,286,4.3229,"INLAND",5.3986013986014,0.176165803108808,2.88461538461538,16565
"16529",222900,-121.46,37.73,20,862,330,5.1629,"INLAND",6.17878787878788,0.182932810201079,2.61212121212121,16566
"16530",240200,-121.45,37.72,2,766,219,5.75,"INLAND",10.2237442922374,0.143367574810183,3.49771689497717,16567
"16531",215100,-121.44,37.7,5,591,156,6.0389,"INLAND",8.75,0.143589743589744,3.78846153846154,16568
"16535",133500,-121.42,37.74,45,340,138,4.8021,"INLAND",5.92753623188406,0.176039119804401,2.46376811594203,16572
"16539",132000,-121.43,37.75,34,754,294,3.1333,"INLAND",4.35374149659864,0.209375,2.56462585034014,16576
"16540",127300,-121.43,37.75,41,855,303,2.75,"INLAND",5.66666666666667,0.189283634245778,2.82178217821782,16577
"16541",117600,-121.43,37.75,42,699,279,3.3611,"INLAND",4.32616487455197,0.230323115161558,2.50537634408602,16578
"16543",110400,-121.43,37.74,40,427,176,3.5789,"INLAND",4.88068181818182,0.228172293364377,2.42613636363636,16580
"16546",194800,-121.44,37.76,5,3670,1146,5.0443,"INLAND",6.33856893542757,0.176899779735683,3.20244328097731,16583
"16548",141700,-121.44,37.74,33,970,381,3.5096,"INLAND",4.92125984251969,0.1936,2.54593175853018,16585
"16549",151300,-121.44,37.75,29,417,166,4.2768,"INLAND",5.53012048192771,0.173202614379085,2.51204819277108,16586
"16550",170600,-121.44,37.75,16,1199,445,3.4821,"INLAND",5.00898876404494,0.205473306415433,2.69438202247191,16587
"16552",108300,-121.43,37.74,52,589,228,1.6937,"INLAND",4.23684210526316,0.255693581780538,2.58333333333333,16589
"16553",111500,-121.43,37.74,52,623,264,1.725,"INLAND",3.76515151515152,0.259557344064386,2.35984848484848,16590
"16555",208100,-121.44,37.73,7,3907,1068,5.3321,"INLAND",7.83052434456929,0.157120650484276,3.65823970037453,16592
"16557",196700,-121.42,37.73,2,883,271,5.9934,"INLAND",9.89667896678967,0.146532438478747,3.25830258302583,16594
"16559",250000,-121.32,37.67,21,781,255,4.3015,"INLAND",5.85882352941176,0.181392235609103,3.06274509803922,16596
"16561",248700,-120.9,35.69,14,2105,796,3.8158,"<1H OCEAN",6.30653266331658,0.181075697211155,2.64447236180905,16598
"16562",154300,-120.93,35.76,11,1825,756,3.23,"<1H OCEAN",11.9007936507937,0.188729576525509,2.41402116402116,16599
"16564",144900,-120.69,35.65,14,2352,796,1.6303,"<1H OCEAN",4.38065326633166,0.254946945798681,2.95477386934673,16601
"16566",140000,-120.69,35.62,43,1456,608,2.4567,"<1H OCEAN",5.00657894736842,0.21419185282523,2.39473684210526,16603
"16567",161700,-120.69,35.62,35,1550,653,2.9167,"<1H OCEAN",5.28483920367534,0.206606780643292,2.37366003062787,16604
"16570",168100,-120.67,35.62,6,6085,2157,3.8661,"<1H OCEAN",5.92443208159481,0.191016511464121,2.82104775150672,16607
"16572",158200,-120.64,35.65,9,2356,619,2.9926,"<1H OCEAN",5.59935379644588,0.194171956145413,3.80613893376414,16609
"16573",162700,-120.47,35.74,9,2065,691,3.7303,"<1H OCEAN",6.17510853835022,0.183970002343567,2.98842257597685,16610
"16574",142100,-120.29,35.56,15,2459,734,2.811,"<1H OCEAN",6.4850136239782,0.182983193277311,3.35013623978202,16611
"16575",206900,-120.6,35.6,13,1795,640,4.475,"<1H OCEAN",6.9703125,0.171262048867967,2.8046875,16612
"16576",264600,-121.11,35.52,9,2239,972,3.24,"NEAR OCEAN",6.21810699588477,0.202183984116479,2.30349794238683,16613
"16577",271200,-121.14,35.55,13,1880,796,3.8019,"NEAR OCEAN",6.76256281407035,0.198773917889653,2.36180904522613,16614
"16578",320800,-121.12,35.58,16,1298,626,3.4799,"NEAR OCEAN",6.56389776357828,0.194207836456559,2.07348242811502,16615
"16580",184200,-120.85,35.38,27,1481,666,2.3075,"NEAR OCEAN",5.24474474474474,0.260234755224735,2.22372372372372,16617
"16581",188300,-120.86,35.39,23,629,279,2.7344,"NEAR OCEAN",5.96415770609319,0.213341346153846,2.25448028673835,16618
"16583",278100,-120.87,35.41,16,782,374,3.0187,"NEAR OCEAN",5.79679144385027,0.20479704797048,2.09090909090909,16620
"16585",283600,-120.95,35.44,30,1769,887,2.6864,"NEAR OCEAN",7.15445321307779,0.222187204538292,1.99436302142052,16622
"16586",226900,-120.85,35.37,21,588,187,2.8173,"NEAR OCEAN",5.52406417112299,0.188770571151985,3.14438502673797,16623
"16587",266800,-120.83,35.36,28,1650,705,2.7266,"NEAR OCEAN",6.13191489361702,0.204950266018968,2.34042553191489,16624
"16590",227300,-120.89,35.37,29,846,410,1.65,"NEAR OCEAN",4.99024390243902,0.287390029325513,2.06341463414634,16627
"16591",207800,-120.84,35.33,15,1520,613,3.6412,"NEAR OCEAN",5.3442088091354,0.204517704517705,2.47960848287113,16628
"16592",192700,-120.83,35.33,14,2112,755,4.4766,"NEAR OCEAN",5.50331125827815,0.189410348977136,2.79735099337748,16629
"16593",215800,-120.82,35.32,12,1780,662,3.3958,"NEAR OCEAN",5.3202416918429,0.193923906871096,2.68882175226586,16630
"16594",183200,-120.83,35.32,11,1814,660,3.2226,"NEAR OCEAN",4.92727272727273,0.215559655596556,2.74848484848485,16631
"16596",266300,-120.9,35.33,16,595,262,3.588,"NEAR OCEAN",6.01526717557252,0.182106598984772,2.27099236641221,16633
"16598",196100,-120.84,35.31,23,1515,609,2.8493,"NEAR OCEAN",5.09031198686371,0.194516129032258,2.48768472906404,16635
"16599",317700,-120.84,35.3,15,781,316,4.9359,"NEAR OCEAN",6.5253164556962,0.158583899127061,2.47151898734177,16636
"16601",330000,-120.8,35.33,20,996,365,3.587,"NEAR OCEAN",6.02739726027397,0.178636363636364,2.72876712328767,16638
"16603",249600,-120.65,35.29,36,850,298,3.1818,"NEAR OCEAN",6.51006711409396,0.162371134020619,2.85234899328859,16640
"16606",500001,-120.67,35.3,19,1799,635,0.7025,"NEAR OCEAN",2.4251968503937,0.464285714285714,2.83307086614173,16643
"16607",3e+05,-120.65,35.32,20,3574,261,1.0298,"NEAR OCEAN",2.39846743295019,0.338658146964856,13.6934865900383,16644
"16608",328800,-120.62,35.28,28,1469,571,6.3144,"NEAR OCEAN",6.92119089316988,0.149797570850202,2.57267950963222,16645
"16610",165900,-120.65,35.28,32,548,231,2.5455,"NEAR OCEAN",3.87878787878788,0.267857142857143,2.37229437229437,16647
"16613",221500,-120.64,35.26,21,1862,687,2.1507,"NEAR OCEAN",4.80058224163028,0.21710127349909,2.71033478893741,16650
"16615",233300,-120.66,35.29,39,1153,599,2.084,"NEAR OCEAN",3.6110183639399,0.301433194637078,1.92487479131886,16652
"16616",209600,-120.66,35.28,31,1358,794,1.4036,"NEAR OCEAN",3.49244332493703,0.304363505228994,1.7103274559194,16653
"16617",206300,-120.66,35.28,46,1170,494,2.1786,"NEAR OCEAN",4.15789473684211,0.244401168451801,2.36842105263158,16654
"16618",227100,-120.65,35.27,52,1237,590,2.6208,"NEAR OCEAN",3.82033898305085,0.284826974267968,2.09661016949153,16655
"16620",174200,-120.66,35.27,33,1077,461,1.6875,"NEAR OCEAN",3.60954446854664,0.2734375,2.33622559652928,16657
"16621",208200,-120.66,35.27,17,1386,570,3.7337,"NEAR OCEAN",4.77017543859649,0.216623758734829,2.43157894736842,16658
"16622",226200,-120.66,35.26,15,2383,1165,2.2656,"NEAR OCEAN",4.75536480686695,0.238086642599278,2.04549356223176,16659
"16624",337000,-120.7,35.31,24,1490,506,4.6719,"NEAR OCEAN",6.92490118577075,0.148687214611872,2.94466403162055,16661
"16625",225000,-120.68,35.29,37,753,290,3.25,"NEAR OCEAN",4.66896551724138,0.216395864106352,2.59655172413793,16662
"16626",247000,-120.69,35.28,26,1795,704,2.2847,"NEAR OCEAN",6.00142045454545,0.209704142011834,2.54971590909091,16663
"16627",219300,-120.67,35.29,44,1036,437,3.0833,"NEAR OCEAN",5.11670480549199,0.183810375670841,2.37070938215103,16664
"16629",239900,-120.7,35.28,14,1884,664,4.6071,"NEAR OCEAN",5.67469879518072,0.180997876857749,2.83734939759036,16666
"16633",350000,-120.7,35.32,46,6532,13,4.2639,"NEAR OCEAN",9.07692307692308,0.144067796610169,502.461538461538,16670
"16635",233700,-120.68,35.25,16,1634,806,2.2868,"NEAR OCEAN",5.22084367245658,0.213165399239544,2.0272952853598,16672
"16636",42500,-120.69,35.34,16,542,32,1.6563,"NEAR OCEAN",5.125,0.182926829268293,16.9375,16673
"16637",336200,-120.81,35.19,14,1236,632,3.7635,"NEAR OCEAN",5.40189873417722,0.234915055653193,1.95569620253165,16674
"16639",357800,-120.7,35.14,17,1919,932,3.5352,"NEAR OCEAN",6.22854077253219,0.188975021533161,2.05901287553648,16676
"16640",245900,-120.68,35.14,34,1155,542,3.0938,"NEAR OCEAN",5.71955719557196,0.199032258064516,2.1309963099631,16677
"16641",236100,-120.66,35.13,41,940,507,1.9653,"<1H OCEAN",5.25838264299803,0.281695423855964,1.85404339250493,16678
"16642",55000,-120.63,35.13,16,975,619,1.7878,"<1H OCEAN",4.32956381260097,0.262686567164179,1.5751211631664,16679
"16644",295500,-120.59,35.13,8,2710,966,4.6776,"<1H OCEAN",6.87163561076605,0.158782765893341,2.80538302277433,16681
"16646",195200,-120.57,35.12,39,866,317,2.8824,"<1H OCEAN",5.22397476340694,0.201086956521739,2.73186119873817,16683
"16647",156800,-120.57,35.11,18,1068,552,3.5242,"<1H OCEAN",5.28985507246377,0.19041095890411,1.93478260869565,16684
"16648",205400,-120.59,35.11,25,1729,673,3.155,"<1H OCEAN",5.41158989598811,0.199341021416804,2.56909361069837,16685
"16651",179700,-120.59,35.12,27,1407,610,2.1702,"<1H OCEAN",5.00819672131148,0.221603927986907,2.30655737704918,16688
"16653",197800,-120.59,35.11,20,1449,611,3.5744,"<1H OCEAN",5.07037643207856,0.184312459651388,2.37152209492635,16690
"16656",162000,-120.61,35.12,12,1840,720,2.9821,"<1H OCEAN",4.76388888888889,0.231195335276968,2.55555555555556,16693
"16657",158500,-120.61,35.11,11,1839,739,3.3062,"<1H OCEAN",5.05142083897158,0.22260916153228,2.48849797023004,16694
"16658",178100,-120.65,35.12,19,1425,548,2.9615,"<1H OCEAN",5.38138686131387,0.224482875551034,2.60036496350365,16695
"16659",209900,-120.62,35.13,26,1792,723,2.7128,"<1H OCEAN",5.4923928077455,0.202216066481994,2.47856154910097,16696
"16662",268300,-120.66,35.1,19,704,269,2.1042,"<1H OCEAN",5.88475836431227,0.247631080227416,2.61710037174721,16699
"16664",143600,-120.61,35.1,17,2015,592,3.0536,"<1H OCEAN",4.72804054054054,0.227581279028224,3.40371621621622,16701
"16665",178200,-120.6,35.1,16,1497,655,2.6875,"<1H OCEAN",5.02290076335878,0.208510638297872,2.28549618320611,16702
"16666",106300,-120.58,35,37,374,95,1.4726,"<1H OCEAN",5.50526315789474,0.227533460803059,3.93684210526316,16703
"16668",280200,-120.56,35.07,14,2866,1036,3.3603,"<1H OCEAN",6.55212355212355,0.179139658220389,2.76640926640927,16705
"16669",329700,-120.52,35.06,11,655,243,4.3611,"<1H OCEAN",5.41975308641975,0.177676537585421,2.69547325102881,16706
"16671",315000,-120.43,35.17,16,477,137,3.851,"<1H OCEAN",6.91240875912409,0.172122492080253,3.48175182481752,16708
"16673",152600,-120.48,35.05,24,1549,463,2.8203,"<1H OCEAN",4.99784017278618,0.202247191011236,3.34557235421166,16710
"16676",204800,-120.48,35.02,17,1672,492,2.9798,"<1H OCEAN",5.53048780487805,0.175303197353914,3.39837398373984,16713
"16678",209100,-120.68,35.51,17,941,293,4.3218,"<1H OCEAN",5.80546075085324,0.175191064079953,3.21160409556314,16715
"16680",175000,-120.67,35.5,15,1422,545,3.2813,"<1H OCEAN",5.04954128440367,0.198401162790698,2.60917431192661,16717
"16681",163900,-120.66,35.5,19,1040,363,3.3125,"<1H OCEAN",5.1267217630854,0.195593766792047,2.86501377410468,16718
"16682",171300,-120.66,35.49,17,2307,885,2.8285,"<1H OCEAN",4.99661016949153,0.21370420624152,2.60677966101695,16719
"16683",166900,-120.65,35.48,19,1341,441,3.225,"<1H OCEAN",5.23809523809524,0.203896103896104,3.04081632653061,16720
"16687",176100,-120.67,35.48,18,1097,416,3.3438,"<1H OCEAN",5.62259615384615,0.189397178281317,2.63701923076923,16724
"16688",184800,-120.66,35.47,18,1269,431,3.9063,"<1H OCEAN",5.74013921113689,0.181487469684721,2.94431554524362,16725
"16689",225600,-120.66,35.46,17,1860,612,4.5179,"<1H OCEAN",6.12418300653595,0.162486659551761,3.03921568627451,16726
"16690",172100,-120.7,35.55,10,1834,671,3.5,"<1H OCEAN",5.92995529061103,0.191254083940689,2.73323397913562,16727
"16692",292900,-120.71,35.5,12,1433,434,5.2508,"<1H OCEAN",7.13824884792627,0.146223369916075,3.30184331797235,16729
"16693",267500,-120.56,35.48,12,1609,615,5.0947,"<1H OCEAN",6.76585365853659,0.175678923335737,2.61626016260163,16730
"16698",253400,-122.4,37.68,36,1649,755,3.3816,"NEAR BAY",4.76158940397351,0.226703755215577,2.1841059602649,16735
"16699",272200,-122.4,37.68,41,1045,459,4.1146,"NEAR BAY",4.93899782135076,0.214380238200265,2.27668845315904,16736
"16701",214200,-122.41,37.7,23,1376,382,2.4113,"NEAR BAY",4.7565445026178,0.220143093010457,3.6020942408377,16738
"16704",281700,-122.43,37.7,19,959,348,4.7708,"NEAR BAY",4.97988505747126,0.204270051933064,2.75574712643678,16741
"16706",230100,-122.45,37.7,46,1814,489,4.0125,"NEAR OCEAN",4.48466257668712,0.227542179662563,3.70961145194274,16743
"16707",233700,-122.45,37.71,50,1159,286,4.5417,"NEAR OCEAN",5.03846153846154,0.196391394864677,4.05244755244755,16744
"16708",251500,-122.45,37.71,49,1948,423,4.7639,"NEAR OCEAN",5.30496453900709,0.196969696969697,4.60520094562648,16745
"16709",267000,-122.45,37.7,16,4375,1231,5.1788,"NEAR OCEAN",5.24532900081235,0.206907232460895,3.5540211210398,16746
"16710",238600,-122.46,37.7,37,904,261,3.5035,"NEAR OCEAN",3.93869731800766,0.267509727626459,3.46360153256705,16747
"16712",243200,-122.46,37.7,37,2436,700,3.3214,"NEAR OCEAN",4.32714285714286,0.243644767249917,3.48,16749
"16713",238600,-122.47,37.7,45,2466,666,3.6588,"NEAR OCEAN",4.93993993993994,0.21063829787234,3.7027027027027,16750
"16715",239900,-122.46,37.71,45,1436,389,3.65,"NEAR OCEAN",4.62467866323907,0.219010561423013,3.69151670951157,16752
"16716",235900,-122.46,37.7,42,713,203,3.84,"NEAR OCEAN",4.31527093596059,0.246575342465753,3.51231527093596,16753
"16718",224400,-122.47,37.71,37,822,239,3.5,"NEAR OCEAN",4.3765690376569,0.239961759082218,3.43933054393305,16755
"16719",232100,-122.46,37.71,39,1738,445,3.1958,"NEAR OCEAN",4.66516853932584,0.232177263969171,3.90561797752809,16756
"16721",297900,-122.48,37.7,33,3477,1537,3.0546,"NEAR OCEAN",2.92257644762524,0.343226782673883,2.26219908913468,16758
"16724",292500,-122.54,37.7,36,1793,708,4.2472,"NEAR OCEAN",5.63276836158192,0.183550651955868,2.53248587570621,16761
"16725",266400,-122.49,37.67,35,2892,842,4.6771,"NEAR OCEAN",6.26484560570071,0.171184834123223,3.43467933491686,16762
"16729",275600,-122.49,37.69,36,782,265,4.5,"NEAR OCEAN",5.07169811320755,0.191964285714286,2.95094339622641,16766
"16730",264300,-122.48,37.69,33,1259,481,3.4492,"NEAR OCEAN",4.87941787941788,0.218150830847891,2.61746361746362,16767
"16731",277000,-122.49,37.69,35,1465,430,4.9375,"NEAR OCEAN",6.14883720930233,0.172465960665658,3.40697674418605,16768
"16732",272800,-122.49,37.69,35,1273,433,4.7391,"NEAR OCEAN",5.94919168591224,0.171972049689441,2.93995381062356,16769
"16733",281300,-122.47,37.7,47,370,136,3.775,"NEAR OCEAN",5.41911764705882,0.170963364993216,2.72058823529412,16770
"16734",239100,-122.47,37.69,27,2104,657,3.449,"NEAR OCEAN",3.72450532724505,0.294237842255823,3.20243531202435,16771
"16737",257500,-122.48,37.69,43,1384,456,4.2421,"NEAR OCEAN",5.83552631578947,0.170988350244269,3.03508771929825,16774
"16740",256100,-122.47,37.69,35,1452,425,3.5909,"NEAR OCEAN",4.04705882352941,0.244767441860465,3.41647058823529,16777
"16741",304500,-122.47,37.69,34,1130,367,4.6447,"NEAR OCEAN",5.32425068119891,0.182702149437052,3.07901907356948,16778
"16742",306700,-122.47,37.68,31,2544,738,4.5337,"NEAR OCEAN",5.52439024390244,0.190581309786608,3.44715447154472,16779
"16744",303700,-122.48,37.67,15,2340,720,3.3906,"NEAR OCEAN",4.02361111111111,0.251294442526752,3.25,16781
"16748",87500,-122.45,37.69,17,884,504,3.0625,"NEAR OCEAN",4.68055555555556,0.212378126324714,1.75396825396825,16785
"16749",238600,-122.45,37.67,35,274,97,4.4286,"NEAR OCEAN",5.06185567010309,0.19959266802444,2.82474226804124,16786
"16750",304300,-122.47,37.67,20,3752,1002,5.5845,"NEAR OCEAN",5.67764471057884,0.174371594304799,3.74451097804391,16787
"16751",297900,-122.47,37.66,18,3226,790,5.7535,"NEAR OCEAN",5.28101265822785,0.193192713326942,4.08354430379747,16788
"16753",284700,-122.46,37.66,15,3861,1198,5.4221,"NEAR OCEAN",5.07679465776294,0.211114764879974,3.2228714524207,16790
"16758",280700,-122.45,37.66,36,2761,916,4.7755,"NEAR OCEAN",5.95633187772926,0.169721407624633,3.01419213973799,16795
"16759",276200,-122.44,37.65,38,2695,997,3.9722,"NEAR OCEAN",5.29287863590772,0.191017623649801,2.70310932798395,16796
"16760",278400,-122.43,37.66,29,2259,770,4.3039,"NEAR OCEAN",4.5987012987013,0.221971194577803,2.93376623376623,16797
"16761",252600,-122.44,37.66,21,3288,1405,3.1927,"NEAR OCEAN",3.6355871886121,0.295614722004699,2.34021352313167,16798
"16763",268400,-122.44,37.67,35,1025,384,4.425,"NEAR OCEAN",4.72395833333333,0.201212789415656,2.66927083333333,16800
"16766",302600,-122.42,37.66,41,1063,409,4.7361,"NEAR OCEAN",5.3520782396088,0.189127455459114,2.59902200488998,16803
"16767",273500,-122.42,37.66,28,1746,602,4.9236,"NEAR OCEAN",5.84717607973422,0.190909090909091,2.90033222591362,16804
"16768",327600,-122.42,37.66,36,335,140,4.125,"NEAR OCEAN",5.17857142857143,0.166896551724138,2.39285714285714,16805
"16770",242500,-122.41,37.66,34,906,294,3.0052,"NEAR OCEAN",3.65646258503401,0.295813953488372,3.08163265306122,16807
"16772",237500,-122.41,37.66,37,658,225,4.6103,"NEAR OCEAN",3.08444444444444,0.270893371757925,2.92444444444444,16809
"16775",244000,-122.42,37.66,26,2246,855,2.6631,"NEAR OCEAN",3.8046783625731,0.286504764832462,2.62690058479532,16812
"16777",239800,-122.42,37.65,39,2941,887,3.8565,"NEAR OCEAN",4.96279594137542,0.203089504770559,3.31567080045096,16814
"16779",272700,-122.43,37.64,42,1861,771,4.207,"NEAR OCEAN",5.30609597924773,0.185040332437057,2.41374837872892,16816
"16781",353700,-122.46,37.64,26,1617,396,5.3922,"NEAR OCEAN",7.08585858585859,0.133642195295795,4.08333333333333,16818
"16783",251200,-122.46,37.64,17,2150,666,4.5938,"NEAR OCEAN",5.28978978978979,0.189894975872836,3.22822822822823,16820
"16784",236200,-122.47,37.65,27,5023,1605,4.6452,"NEAR OCEAN",5.04859813084112,0.204245341231643,3.12959501557632,16821
"16786",275000,-122.53,37.65,20,2325,1040,4.0556,"NEAR OCEAN",4.40576923076923,0.245307725883893,2.23557692307692,16823
"16787",227400,-122.48,37.65,39,1817,668,4.2593,"NEAR OCEAN",5.01197604790419,0.198924731182796,2.72005988023952,16824
"16788",263900,-122.49,37.63,31,1472,618,5.155,"NEAR OCEAN",5.03074433656958,0.199742682534577,2.38187702265372,16825
"16789",254100,-122.49,37.63,34,398,162,3.525,"NEAR OCEAN",4.2962962962963,0.208333333333333,2.45679012345679,16826
"16790",234600,-122.49,37.63,31,785,297,3.2446,"NEAR OCEAN",4.22895622895623,0.261146496815287,2.64309764309764,16827
"16791",228200,-122.53,37.63,27,1386,608,2.9087,"NEAR OCEAN",4.25822368421053,0.254152182309772,2.27960526315789,16828
"16794",262100,-122.54,37.62,35,747,254,4.4286,"NEAR OCEAN",5.83070866141732,0.187035786630655,2.94094488188976,16831
"16795",262500,-122.49,37.59,35,1498,484,5.1282,"NEAR OCEAN",5.54338842975207,0.177040626164741,3.09504132231405,16832
"16796",237500,-122.5,37.59,36,736,241,4.3542,"NEAR OCEAN",6.31120331950207,0.166337935568705,3.05394190871369,16833
"16798",345500,-122.55,37.59,31,598,225,4.1827,"NEAR OCEAN",5.91555555555556,0.184072126220887,2.65777777777778,16835
"16800",270600,-122.49,37.6,33,1697,660,4.0795,"NEAR OCEAN",5.31363636363636,0.190761334473909,2.57121212121212,16837
"16801",273000,-122.48,37.59,29,2784,923,5.3991,"NEAR OCEAN",6.38028169014085,0.162845984038037,3.01625135427952,16838
"16802",249000,-122.48,37.57,34,2282,814,4.5556,"NEAR OCEAN",5.71007371007371,0.173407917383821,2.8034398034398,16839
"16805",344600,-122.45,37.62,26,1712,509,6.7206,"NEAR OCEAN",6.88998035363458,0.14599372683205,3.36345776031434,16842
"16809",344500,-122.43,37.61,21,4790,2428,4.1692,"NEAR OCEAN",4.22240527182867,0.253121342177136,1.97281713344316,16846
"16810",284100,-122.41,37.62,49,636,259,4.25,"NEAR OCEAN",5.65250965250965,0.206284153005464,2.45559845559846,16847
"16812",341300,-122.42,37.61,37,822,305,4.7,"NEAR OCEAN",6.11803278688525,0.160771704180064,2.69508196721311,16849
"16813",324700,-122.42,37.62,39,682,246,6.3443,"NEAR OCEAN",5.50813008130081,0.157933579335793,2.77235772357724,16850
"16815",137500,-122.42,37.61,17,669,405,4.1513,"NEAR OCEAN",2.5679012345679,0.415384615384615,1.65185185185185,16852
"16817",319000,-122.42,37.62,43,1141,400,4.8295,"NEAR OCEAN",5.9175,0.172792564427545,2.8525,16854
"16820",242700,-122.41,37.62,39,1807,696,3.2216,"NEAR OCEAN",4.48132183908046,0.243026611093299,2.59626436781609,16857
"16821",253000,-122.4,37.62,32,2249,911,3.1058,"NEAR OCEAN",3.93633369923161,0.256832124930284,2.46871569703622,16858
"16826",228500,-122.41,37.63,37,878,287,4.2262,"NEAR OCEAN",4.36236933797909,0.219648562300319,3.05923344947735,16863
"16828",224200,-122.4,37.62,44,1064,335,4.0238,"NEAR OCEAN",4.83283582089552,0.223594811612106,3.17611940298507,16865
"16832",273100,-122.39,37.6,36,1225,459,2.56,"NEAR OCEAN",3.8562091503268,0.281920903954802,2.66884531590414,16869
"16833",336400,-122.41,37.61,42,705,255,5.7398,"NEAR OCEAN",6.28235294117647,0.16354556803995,2.76470588235294,16870
"16835",412000,-122.41,37.6,31,1915,817,4.1364,"NEAR OCEAN",5.41493268053856,0.188517179023508,2.34394124847001,16872
"16837",466900,-122.41,37.6,26,1128,395,6.3719,"NEAR OCEAN",6.97215189873418,0.145969498910675,2.85569620253165,16874
"16838",450000,-122.41,37.59,34,1717,621,6.2946,"NEAR OCEAN",6.33011272141707,0.158229458153142,2.76489533011272,16875
"16839",422400,-122.41,37.59,40,894,356,5.6493,"NEAR OCEAN",6.74438202247191,0.159516867971678,2.51123595505618,16876
"16840",369300,-122.4,37.6,30,2558,1074,3.5817,"NEAR OCEAN",4.98230912476723,0.211923005045786,2.38175046554935,16877
"16843",340900,-122.39,37.6,34,381,156,4.375,"NEAR OCEAN",4.53205128205128,0.218895904352579,2.44230769230769,16880
"16844",500001,-122.39,37.59,32,1846,715,6.1323,"NEAR OCEAN",6.28951048951049,0.163248310864155,2.58181818181818,16881
"16845",500001,-122.4,37.59,22,1163,479,6.2306,"NEAR OCEAN",5.74947807933194,0.173202614379085,2.42797494780793,16882
"16849",500001,-122.4,37.58,26,1145,480,6.358,"NEAR OCEAN",6.83541666666667,0.157016391287042,2.38541666666667,16886
"16850",500001,-122.39,37.59,33,813,303,6.0374,"NEAR OCEAN",6.81188118811881,0.144864341085271,2.68316831683168,16887
"16851",450000,-122.39,37.57,35,185,76,6.4865,"NEAR OCEAN",6.84210526315789,0.159615384615385,2.43421052631579,16888
"16853",353800,-122.37,37.59,39,2156,1113,3.4412,"NEAR OCEAN",4.17340521114106,0.257481162540366,1.93710691823899,16890
"16854",378100,-122.38,37.59,49,613,270,5.7837,"NEAR OCEAN",6.13703703703704,0.16053108026554,2.27037037037037,16891
"16857",500001,-122.38,37.58,52,671,243,8.4704,"NEAR OCEAN",7.01234567901235,0.132629107981221,2.76131687242798,16894
"16858",500001,-122.38,37.58,52,772,303,6.471,"NEAR OCEAN",6.72937293729373,0.146640510053948,2.54785478547855,16895
"16861",500001,-122.37,37.58,43,967,428,4.7404,"NEAR OCEAN",5.85514018691589,0.172386272944932,2.25934579439252,16898
"16862",500001,-122.37,37.58,52,665,276,4.5486,"NEAR OCEAN",6.88405797101449,0.152631578947368,2.40942028985507,16899
"16867",350600,-122.36,37.59,20,1352,718,3.5125,"NEAR OCEAN",3.67409470752089,0.323730098559515,1.88300835654596,16904
